SequenceID	ClusterID
seq_7335	555
seq_7340	14
seq_7350	556
seq_7364	557
seq_7366	558
seq_737	143
seq_7382	62
seq_7388	559
seq_739	144
seq_7418	560
seq_744	39
seq_7445	101
seq_7454	561
seq_7461	562
seq_7465	563
seq_7467	564
seq_7515	565
seq_7543	441
seq_7566	74
seq_7587	169
seq_759	73
seq_7592	161
seq_7601	80
seq_7614	566
seq_7623	567
seq_7634	164
seq_7645	568
seq_7647	569
seq_7649	570
seq_7651	571
seq_7679	412
seq_7707	572
seq_7724	121
seq_775	145
seq_7751	573
seq_7753	146
seq_7754	331
seq_7755	574
seq_7801	418
seq_781	146
seq_7813	575
seq_7814	198
seq_7848	576
seq_792	147
seq_7926	195
seq_7936	567
seq_7951	198
seq_7987	45
seq_802	148
seq_8064	577
seq_807	149
seq_8075	501
seq_8081	578
seq_81	8
seq_8106	138
seq_811	150
seq_8122	579
seq_8132	580
seq_8152	491
seq_8156	581
seq_8157	581
seq_8160	499
seq_8225	248
seq_823	130
seq_825	151
seq_8272	582
seq_8288	402
seq_8289	68
seq_8299	178
seq_8338	583
seq_8340	72
seq_8364	584
seq_837	152
seq_8373	76
seq_8386	585
seq_8410	73
seq_8451	586
seq_8475	458
seq_85	9
seq_850	153
seq_8549	587
seq_855	148
seq_8555	588
seq_8597	461
seq_8614	589
seq_864	154
seq_8645	590
seq_866	155
seq_8708	277
seq_8713	547
seq_8770	36
seq_8776	591
seq_8782	107
seq_8789	592
seq_8795	593
seq_8807	594
seq_8814	209
seq_8836	595
seq_8846	596
seq_8860	597
seq_8875	461
seq_889	156
seq_890	157
seq_8927	598
seq_8970	599
seq_8987	600
seq_8991	601
seq_9022	602
seq_9025	603
seq_9036	146
seq_904	158
seq_9059	604
seq_9064	398
seq_9080	227
seq_91	10
seq_9107	470
seq_9117	605
seq_9192	606
seq_92	11
seq_9208	607
seq_9209	608
seq_921	122
seq_9215	609
seq_9280	290
seq_9281	610
seq_9302	611
seq_932	159
seq_9320	234
seq_934	160
seq_9347	612
seq_9367	400
seq_9369	613
seq_937	161
seq_9419	614
seq_9442	615
seq_9453	616
seq_949	162
seq_9502	313
seq_952	163
seq_9521	501
seq_9572	617
seq_9591	100
seq_96	12
seq_9612	618
seq_9654	619
seq_966	11
seq_9676	620
seq_9680	98
seq_9684	501
seq_969	164
seq_9693	621
seq_9696	444
seq_97	13
seq_971	165
seq_9713	503
seq_9714	0
seq_9726	622
seq_9741	458
seq_9747	340
seq_9758	623
seq_978	166
seq_979	167
seq_9795	524
seq_9796	359
seq_9805	624
seq_9806	625
seq_9807	626
seq_9811	527
seq_982	168
seq_9828	432
seq_9837	623
seq_9861	627
seq_9863	623
seq_9866	628
seq_9868	359
seq_9874	48
seq_9887	629
seq_9893	630
seq_990	169
seq_9933	631
seq_9948	278
seq_9978	116
