SequenceID	ClusterID
seq_40419	10461
seq_4042	819
seq_40420	10521
seq_40421	9225
seq_40422	9834
seq_40423	4682
seq_40424	895
seq_40425	1046
seq_40426	2121
seq_40427	9779
seq_40428	9261
seq_40429	9237
seq_4043	2666
seq_40430	10532
seq_40431	10533
seq_40432	9040
seq_40433	10477
seq_40434	9325
seq_40435	10479
seq_40436	9658
seq_40437	10482
seq_40438	9124
seq_40439	9847
seq_4044	2667
seq_40440	10413
seq_40441	9661
seq_40442	9783
seq_40443	9664
seq_40444	10534
seq_40445	9754
seq_40446	10337
seq_40447	1255
seq_40448	10535
seq_40449	10502
seq_4045	902
seq_40450	10536
seq_40451	9327
seq_40452	9862
seq_40453	155
seq_40454	90
seq_40455	10258
seq_40456	10537
seq_40457	9719
seq_40458	10538
seq_40459	7223
seq_4046	2668
seq_40460	9262
seq_40461	10030
seq_40462	9722
seq_40463	10135
seq_40464	9874
seq_40465	4914
seq_40466	10539
seq_40467	9397
seq_40468	10540
seq_40469	9932
seq_4047	2669
seq_40470	10541
seq_40471	9877
seq_40472	10510
seq_40473	10542
seq_40474	9585
seq_40475	9088
seq_40476	10543
seq_40477	10517
seq_40478	9933
seq_40479	9935
seq_4048	2670
seq_40480	10544
seq_40481	598
seq_40482	10545
seq_40483	10546
seq_40484	10422
seq_40485	9029
seq_40486	10423
seq_40487	168
seq_40488	168
seq_40489	9128
seq_4049	680
seq_40490	9900
seq_40491	10547
seq_40492	9089
seq_40493	9818
seq_40494	10548
seq_40495	10549
seq_40496	9399
seq_40497	10550
seq_40498	10262
seq_40499	10551
seq_405	307
seq_4050	2062
seq_40500	9385
seq_40501	10552
seq_40502	10170
seq_40503	9208
seq_40504	9911
seq_40505	10553
seq_40506	9913
seq_40507	9054
seq_40508	10554
seq_40509	10555
seq_4051	548
seq_40510	9122
seq_40511	9327
seq_40512	10556
seq_40513	10264
seq_40514	3107
seq_40515	9918
seq_40516	9786
seq_40517	10540
seq_40518	9126
seq_40519	10543
seq_4052	2671
seq_40520	10376
seq_40521	9155
seq_40522	9128
seq_40523	10265
seq_40524	9031
seq_40525	10549
seq_40526	9384
seq_40527	9936
seq_40528	9395
seq_40529	9911
seq_4053	2672
seq_40530	10557
seq_40531	9550
seq_40532	10558
seq_40533	10559
seq_40534	9397
seq_40535	9667
seq_40536	9585
seq_40537	9395
seq_40538	10559
seq_40539	10559
seq_4054	2673
seq_40540	10560
seq_40541	9128
seq_40542	9402
seq_40543	10561
seq_40544	9937
seq_40545	9937
seq_40546	9937
seq_40547	10562
seq_40548	10562
seq_40549	10562
seq_4055	2674
seq_40550	10419
seq_40551	9551
seq_40552	10138
seq_40553	10563
seq_40554	1306
seq_40555	171
seq_40556	9551
seq_40557	4972
seq_40558	4576
seq_40559	10564
seq_4056	2675
seq_40560	9407
seq_40561	10033
seq_40562	14
seq_40563	9412
seq_40564	4972
seq_40565	9149
seq_40566	9130
seq_40567	10565
seq_40568	9413
seq_40569	10421
seq_4057	2676
seq_40570	10421
seq_40571	4972
seq_40572	9951
seq_40573	9951
seq_40574	10566
seq_40575	10567
seq_40576	10267
seq_40577	3030
seq_40578	9406
seq_40579	10568
seq_4058	382
seq_40580	9958
seq_40581	1350
seq_40582	10569
seq_40583	9958
seq_40584	9137
seq_40585	5028
seq_40586	666
seq_40587	10570
seq_40588	9129
seq_40589	339
seq_4059	2312
seq_40590	9421
seq_40591	10564
seq_40592	10571
seq_40593	9939
seq_40594	9139
seq_40595	30
seq_40596	10572
seq_40597	10139
seq_40598	513
seq_40599	532
seq_406	308
seq_4060	2677
seq_40600	3006
seq_40601	9034
seq_40602	6324
seq_40603	4985
seq_40604	9429
seq_40605	1322
seq_40606	9787
seq_40607	2547
seq_40608	10573
seq_40609	10574
seq_4061	2678
seq_40610	10140
seq_40611	5529
seq_40612	9432
seq_40613	2982
seq_40614	251
seq_40615	9971
seq_40616	10575
seq_40617	540
seq_40618	10576
seq_40619	9973
seq_4062	2679
seq_40620	10219
seq_40621	10487
seq_40622	9509
seq_40623	1305
seq_40624	9064
seq_40625	231
seq_40626	9949
seq_40627	10577
seq_40628	9194
seq_40629	6664
seq_4063	2680
seq_40630	10578
seq_40631	9979
seq_40632	9532
seq_40633	10565
seq_40634	9788
seq_40635	9981
seq_40636	514
seq_40637	32
seq_40638	1740
seq_40639	9439
seq_4064	127
seq_40640	10579
seq_40641	9131
seq_40642	9440
seq_40643	10580
seq_40644	6966
seq_40645	8327
seq_40646	6966
seq_40647	9154
seq_40648	9405
seq_40649	9789
seq_4065	2068
seq_40650	9985
seq_40651	522
seq_40652	9156
seq_40653	9953
seq_40654	3119
seq_40655	9416
seq_40656	9988
seq_40657	5115
seq_40658	5018
seq_40659	4169
seq_4066	2681
seq_40660	9592
seq_40661	9998
seq_40662	10581
seq_40663	10581
seq_40664	9790
seq_40665	10582
seq_40666	10583
seq_40667	10423
seq_40668	10002
seq_40669	6949
seq_4067	2012
seq_40670	6950
seq_40671	10007
seq_40672	1346
seq_40673	10568
seq_40674	8031
seq_40675	30
seq_40676	10584
seq_40677	9265
seq_40678	9553
seq_40679	2970
seq_4068	2682
seq_40680	10569
seq_40681	30
seq_40682	30
seq_40683	10011
seq_40684	2971
seq_40685	10585
seq_40686	10586
seq_40687	1351
seq_40688	10587
seq_40689	592
seq_4069	2683
seq_40690	9406
seq_40691	592
seq_40692	592
seq_40693	6951
seq_40694	9631
seq_40695	111
seq_40696	10588
seq_40697	5198
seq_40698	10424
seq_40699	10589
seq_407	309
seq_4070	2684
seq_40700	188
seq_40701	9407
seq_40702	2971
seq_40703	10025
seq_40704	9408
seq_40705	10027
seq_40706	9329
seq_40707	9163
seq_40708	5037
seq_40709	10590
seq_4071	19
seq_40710	3254
seq_40711	10142
seq_40712	915
seq_40713	9466
seq_40714	10591
seq_40715	10591
seq_40716	10592
seq_40717	5241
seq_40718	7245
seq_40719	10593
seq_4072	2685
seq_40720	10594
seq_40721	610
seq_40722	10572
seq_40723	10304
seq_40724	10045
seq_40725	81
seq_40726	2976
seq_40727	9668
seq_40728	9529
seq_40729	10595
seq_4073	2686
seq_40730	1541
seq_40731	10596
seq_40732	5942
seq_40733	10049
seq_40734	10049
seq_40735	7246
seq_40736	10597
seq_40737	532
seq_40738	10425
seq_40739	10055
seq_4074	431
seq_40740	9172
seq_40741	9410
seq_40742	10598
seq_40743	10599
seq_40744	10599
seq_40745	10600
seq_40746	17
seq_40747	4282
seq_40748	9481
seq_40749	9380
seq_4075	305
seq_40750	6307
seq_40751	10143
seq_40752	9441
seq_40753	10143
seq_40754	7029
seq_40755	10601
seq_40756	10573
seq_40757	9070
seq_40758	10524
seq_40759	9968
seq_4076	2687
seq_40760	10602
seq_40761	10073
seq_40762	10603
seq_40763	6956
seq_40764	9493
seq_40765	10077
seq_40766	10604
seq_40767	112
seq_40768	10078
seq_40769	1383
seq_4077	2688
seq_40770	10369
seq_40771	9971
seq_40772	10575
seq_40773	9022
seq_40774	9495
seq_40775	10426
seq_40776	9973
seq_40777	9766
seq_40778	9267
seq_40779	9226
seq_4078	2689
seq_40780	9097
seq_40781	5075
seq_40782	8666
seq_40783	1333
seq_40784	10605
seq_40785	10276
seq_40786	8327
seq_40787	544
seq_40788	9502
seq_40789	10277
seq_4079	2030
seq_40790	10277
seq_40791	10606
seq_40792	9788
seq_40793	9188
seq_40794	10607
seq_40795	10093
seq_40796	10608
seq_40797	10609
seq_40798	9281
seq_40799	182
seq_408	310
seq_4080	1027
seq_40800	9467
seq_40801	9511
seq_40802	1783
seq_40803	10610
seq_40804	6808
seq_40805	10611
seq_40806	10612
seq_40807	5379
seq_40808	5082
seq_40809	10613
seq_4081	2690
seq_40810	9516
seq_40811	3074
seq_40812	10614
seq_40813	10427
seq_40814	10454
seq_40815	9851
seq_40816	9427
seq_40817	9558
seq_40818	9436
seq_40819	10279
seq_4082	439
seq_40820	9196
seq_40821	9977
seq_40822	7166
seq_40823	10615
seq_40824	9148
seq_40825	4122
seq_40826	9213
seq_40827	5605
seq_40828	10616
seq_40829	10578
seq_4083	2691
seq_40830	10617
seq_40831	6712
seq_40832	3500
seq_40833	9010
seq_40834	9269
seq_40835	30
seq_40836	10618
seq_40837	10118
seq_40838	9130
seq_40839	9532
seq_4084	2528
seq_40840	8670
seq_40841	9872
seq_40842	10619
seq_40843	6963
seq_40844	10129
seq_40845	32
seq_40846	9413
seq_40847	10620
seq_40848	10281
seq_40849	10533
seq_4085	685
seq_40850	7165
seq_40851	10579
seq_40852	9403
seq_40853	188
seq_40854	7952
seq_40855	3107
seq_40856	3107
seq_40857	10621
seq_40858	9951
seq_40859	5511
seq_4086	2692
seq_40860	9414
seq_40861	9548
seq_40862	9549
seq_40863	9551
seq_40864	9552
seq_40865	10268
seq_40866	9409
seq_40867	5
seq_40868	10622
seq_40869	10139
seq_4087	456
seq_40870	10623
seq_40871	6897
seq_40872	556
seq_40873	4588
seq_40874	9956
seq_40875	727
seq_40876	3
seq_40877	10624
seq_40878	9009
seq_40879	10625
seq_4088	456
seq_40880	10626
seq_40881	10144
seq_40882	5109
seq_40883	9953
seq_40884	10608
seq_40885	9416
seq_40886	9558
seq_40887	9985
seq_40888	10627
seq_40889	9009
seq_4089	1119
seq_40890	9560
seq_40891	9987
seq_40892	114
seq_40893	10628
seq_40894	9417
seq_40895	10283
seq_40896	1430
seq_40897	3642
seq_40898	2187
seq_40899	10629
seq_409	150
seq_4090	2638
seq_40900	5121
seq_40901	9461
seq_40902	10145
seq_40903	10035
seq_40904	10630
seq_40905	10039
seq_40906	5
seq_40907	5
seq_40908	9221
seq_40909	1435
seq_4091	331
seq_40910	5
seq_40911	10631
seq_40912	9793
seq_40913	2257
seq_40914	9170
seq_40915	10632
seq_40916	48
seq_40917	10633
seq_40918	10154
seq_40919	10634
seq_4092	2693
seq_40920	10156
seq_40921	9954
seq_40922	2997
seq_40923	565
seq_40924	9134
seq_40925	10285
seq_40926	10635
seq_40927	922
seq_40928	10635
seq_40929	9995
seq_4093	2693
seq_40930	10636
seq_40931	9796
seq_40932	433
seq_40933	3652
seq_40934	10637
seq_40935	10166
seq_40936	10638
seq_40937	9216
seq_40938	10146
seq_40939	10639
seq_4094	2058
seq_40940	9515
seq_40941	10107
seq_40942	10286
seq_40943	10581
seq_40944	5606
seq_40945	3167
seq_40946	428
seq_40947	428
seq_40948	10640
seq_40949	10583
seq_4095	2694
seq_40950	9671
seq_40951	10168
seq_40952	9538
seq_40953	7312
seq_40954	9955
seq_40955	10641
seq_40956	10642
seq_40957	9076
seq_40958	10430
seq_40959	9338
seq_4096	2695
seq_40960	9226
seq_40961	3177
seq_40962	10643
seq_40963	10288
seq_40964	801
seq_40965	10644
seq_40966	9026
seq_40967	3181
seq_40968	3005
seq_40969	9956
seq_4097	101
seq_40970	42
seq_40971	42
seq_40972	9591
seq_40973	30
seq_40974	9957
seq_40975	9592
seq_40976	3318
seq_40977	3772
seq_40978	10645
seq_40979	1896
seq_4098	2696
seq_40980	42
seq_40981	9594
seq_40982	9596
seq_40983	9604
seq_40984	10646
seq_40985	5165
seq_40986	5164
seq_40987	10647
seq_40988	9672
seq_40989	9617
seq_4099	2697
seq_40990	3194
seq_40991	9605
seq_40992	10648
seq_40993	9606
seq_40994	10649
seq_40995	10584
seq_40996	10196
seq_40997	1951
seq_40998	3201
seq_40999	9418
seq_41	22
seq_410	311
seq_4100	2676
seq_41000	9236
seq_41001	9265
seq_41002	10147
seq_41003	1093
seq_41004	10650
seq_41005	9136
seq_41006	10651
seq_41007	2211
seq_41008	30
seq_41009	30
seq_4101	2698
seq_41010	10652
seq_41011	9062
seq_41012	10653
seq_41013	10654
seq_41014	10654
seq_41015	10098
seq_41016	9674
seq_41017	6974
seq_41018	5852
seq_41019	10121
seq_4102	149
seq_41020	5186
seq_41021	9626
seq_41022	9242
seq_41023	5772
seq_41024	1492
seq_41025	2010
seq_41026	10586
seq_41027	10629
seq_41028	2015
seq_41029	10587
seq_4103	332
seq_41030	10655
seq_41031	6976
seq_41032	6976
seq_41033	194
seq_41034	10219
seq_41035	6977
seq_41036	9675
seq_41037	592
seq_41038	5190
seq_41039	9676
seq_4104	2699
seq_41040	590
seq_41041	592
seq_41042	592
seq_41043	10015
seq_41044	10656
seq_41045	9677
seq_41046	3018
seq_41047	9630
seq_41048	9630
seq_41049	9065
seq_4105	2700
seq_41050	9811
seq_41051	9101
seq_41052	10657
seq_41053	2560
seq_41054	10229
seq_41055	5195
seq_41056	34
seq_41057	754
seq_41058	10588
seq_41059	10233
seq_4106	2080
seq_41060	10022
seq_41061	5198
seq_41062	1149
seq_41063	7295
seq_41064	9445
seq_41065	3222
seq_41066	10424
seq_41067	10290
seq_41068	9991
seq_41069	9567
seq_4107	2701
seq_41070	10241
seq_41071	10589
seq_41072	318
seq_41073	2899
seq_41074	9421
seq_41075	3225
seq_41076	10658
seq_41077	4020
seq_41078	10245
seq_41079	188
seq_4108	102
seq_41080	9096
seq_41081	3021
seq_41082	1635
seq_41083	10037
seq_41084	10291
seq_41085	327
seq_41086	9380
seq_41087	9522
seq_41088	9446
seq_41089	9554
seq_4109	2702
seq_41090	10659
seq_41091	10433
seq_41092	10433
seq_41093	9658
seq_41094	9161
seq_41095	5212
seq_41096	5212
seq_41097	2584
seq_41098	10261
seq_41099	10660
seq_411	0
seq_4110	312
seq_41100	10032
seq_41101	9423
seq_41102	10551
seq_41103	10661
seq_41104	10264
seq_41105	10662
seq_41106	10663
seq_41107	9665
seq_41108	9666
seq_41109	9667
seq_4111	56
seq_41110	10664
seq_41111	9162
seq_41112	9329
seq_41113	10665
seq_41114	9946
seq_41115	9264
seq_41116	10666
seq_41117	9953
seq_41118	10667
seq_41119	10034
seq_4112	822
seq_41120	10293
seq_41121	6322
seq_41122	9961
seq_41123	10271
seq_41124	9266
seq_41125	2173
seq_41126	10590
seq_41127	10668
seq_41128	10669
seq_41129	10294
seq_4113	2703
seq_41130	5956
seq_41131	10596
seq_41132	2195
seq_41133	5221
seq_41134	10273
seq_41135	9681
seq_41136	3250
seq_41137	10602
seq_41138	9070
seq_41139	8365
seq_4114	2704
seq_41140	10670
seq_41141	10671
seq_41142	2339
seq_41143	1523
seq_41144	9469
seq_41145	4332
seq_41146	10672
seq_41147	10673
seq_41148	10674
seq_41149	10674
seq_4115	1506
seq_41150	9138
seq_41151	9138
seq_41152	10282
seq_41153	9139
seq_41154	9139
seq_41155	10284
seq_41156	9673
seq_41157	9271
seq_41158	9675
seq_41159	10018
seq_4116	2705
seq_41160	925
seq_41161	10592
seq_41162	371
seq_41163	9569
seq_41164	10150
seq_41165	10039
seq_41166	2195
seq_41167	10675
seq_41168	10294
seq_41169	9681
seq_4117	2422
seq_41170	9467
seq_41171	655
seq_41172	10435
seq_41173	10631
seq_41174	9570
seq_41175	9570
seq_41176	10676
seq_41177	10677
seq_41178	7417
seq_41179	3662
seq_4118	2706
seq_41180	10678
seq_41181	1533
seq_41182	10679
seq_41183	8320
seq_41184	4145
seq_41185	9275
seq_41186	9555
seq_41187	10151
seq_41188	10
seq_41189	9944
seq_4119	2707
seq_41190	10680
seq_41191	10593
seq_41192	4197
seq_41193	10681
seq_41194	10040
seq_41195	9693
seq_41196	4169
seq_41197	10572
seq_41198	10302
seq_41199	9962
seq_412	312
seq_4120	2708
seq_41200	9696
seq_41201	7966
seq_41202	10044
seq_41203	10682
seq_41204	9020
seq_41205	9698
seq_41206	10595
seq_41207	35
seq_41208	10683
seq_41209	350
seq_4121	2709
seq_41210	35
seq_41211	3298
seq_41212	6003
seq_41213	10296
seq_41214	9073
seq_41215	9571
seq_41216	5267
seq_41217	3302
seq_41218	6988
seq_41219	9554
seq_4122	2710
seq_41220	3039
seq_41221	10153
seq_41222	9572
seq_41223	1547
seq_41224	3306
seq_41225	9056
seq_41226	7314
seq_41227	10146
seq_41228	9574
seq_41229	8130
seq_4123	1216
seq_41230	10684
seq_41231	10381
seq_41232	9077
seq_41233	9427
seq_41234	9571
seq_41235	47
seq_41236	10316
seq_41237	6772
seq_41238	7320
seq_41239	10055
seq_4124	2711
seq_41240	9580
seq_41241	10685
seq_41242	9584
seq_41243	9702
seq_41244	3320
seq_41245	4219
seq_41246	25
seq_41247	9800
seq_41248	10686
seq_41249	9284
seq_4125	477
seq_41250	9705
seq_41251	10687
seq_41252	10382
seq_41253	10688
seq_41254	5570
seq_41255	7323
seq_41256	10154
seq_41257	10320
seq_41258	10689
seq_41259	10690
seq_4126	1693
seq_41260	2282
seq_41261	10691
seq_41262	10185
seq_41263	3820
seq_41264	9142
seq_41265	10692
seq_41266	10693
seq_41267	10439
seq_41268	9429
seq_41269	9291
seq_4127	4
seq_41270	9291
seq_41271	9222
seq_41272	9824
seq_41273	9430
seq_41274	9431
seq_41275	630
seq_41276	9510
seq_41277	8696
seq_41278	9471
seq_41279	631
seq_4128	1270
seq_41280	10694
seq_41281	9293
seq_41282	3336
seq_41283	1103
seq_41284	9650
seq_41285	10695
seq_41286	536
seq_41287	9577
seq_41288	3046
seq_41289	2327
seq_4129	2712
seq_41290	1575
seq_41291	10695
seq_41292	10338
seq_41293	10338
seq_41294	9223
seq_41295	9688
seq_41296	10266
seq_41297	4106
seq_41298	10156
seq_41299	9179
seq_413	313
seq_4130	2713
seq_41300	10490
seq_41301	10343
seq_41302	3345
seq_41303	10347
seq_41304	10157
seq_41305	10158
seq_41306	9143
seq_41307	10348
seq_41308	36
seq_41309	9212
seq_4131	57
seq_41310	6713
seq_41311	9966
seq_41312	10696
seq_41313	10274
seq_41314	1380
seq_41315	9709
seq_41316	9733
seq_41317	10697
seq_41318	10698
seq_41319	9968
seq_4132	57
seq_41320	10354
seq_41321	10699
seq_41322	1597
seq_41323	10574
seq_41324	10441
seq_41325	10602
seq_41326	9740
seq_41327	1600
seq_41328	10363
seq_41329	10346
seq_4133	2714
seq_41330	9742
seq_41331	10346
seq_41332	9084
seq_41333	37
seq_41334	9805
seq_41335	9732
seq_41336	10700
seq_41337	4379
seq_41338	10442
seq_41339	10701
seq_4134	1745
seq_41340	10702
seq_41341	5308
seq_41342	9747
seq_41343	10703
seq_41344	10704
seq_41345	9511
seq_41346	1383
seq_41347	10298
seq_41348	7001
seq_41349	10043
seq_4135	2715
seq_41350	9970
seq_41351	9556
seq_41352	10367
seq_41353	10705
seq_41354	9773
seq_41355	10369
seq_41356	10370
seq_41357	10159
seq_41358	10409
seq_41359	9754
seq_4136	912
seq_41360	9971
seq_41361	2439
seq_41362	8380
seq_41363	10160
seq_41364	10706
seq_41365	10707
seq_41366	10161
seq_41367	10381
seq_41368	10381
seq_41369	9806
seq_4137	2170
seq_41370	10383
seq_41371	10383
seq_41372	400
seq_41373	9036
seq_41374	7982
seq_41375	10708
seq_41376	10709
seq_41377	5338
seq_41378	6206
seq_41379	10162
seq_4138	2716
seq_41380	1386
seq_41381	5972
seq_41382	10710
seq_41383	4158
seq_41384	5344
seq_41385	10416
seq_41386	9224
seq_41387	9224
seq_41388	9320
seq_41389	3404
seq_4139	2717
seq_41390	9181
seq_41391	10487
seq_41392	3042
seq_41393	12
seq_41394	10711
seq_41395	10446
seq_41396	655
seq_41397	9361
seq_41398	10492
seq_41399	9092
seq_414	314
seq_4140	341
seq_41400	9499
seq_41401	9590
seq_41402	10712
seq_41403	218
seq_41404	9766
seq_41405	6699
seq_41406	10403
seq_41407	9973
seq_41408	10713
seq_41409	3413
seq_4141	111
seq_41410	9996
seq_41411	4510
seq_41412	3415
seq_41413	10714
seq_41414	9772
seq_41415	10406
seq_41416	10407
seq_41417	4618
seq_41418	9144
seq_41419	10385
seq_4142	1357
seq_41420	9319
seq_41421	9319
seq_41422	10347
seq_41423	9701
seq_41424	10715
seq_41425	9974
seq_41426	10716
seq_41427	1516
seq_41428	8708
seq_41429	10164
seq_4143	1214
seq_41430	9777
seq_41431	10717
seq_41432	7426
seq_41433	5102
seq_41434	1644
seq_41435	10410
seq_41436	10718
seq_41437	9691
seq_41438	10719
seq_41439	10720
seq_4144	112
seq_41440	9807
seq_41441	9780
seq_41442	9276
seq_41443	10413
seq_41444	10721
seq_41445	10276
seq_41446	10542
seq_41447	10553
seq_41448	1078
seq_41449	10555
seq_4145	2718
seq_41450	9786
seq_41451	10722
seq_41452	10718
seq_41453	9433
seq_41454	10300
seq_41455	10723
seq_41456	10724
seq_41457	9788
seq_41458	9057
seq_41459	10601
seq_4146	2719
seq_41460	6000
seq_41461	10725
seq_41462	10726
seq_41463	10607
seq_41464	9150
seq_41465	9809
seq_41466	10165
seq_41467	10727
seq_41468	9310
seq_41469	9982
seq_4147	2720
seq_41470	10429
seq_41471	9581
seq_41472	10
seq_41473	9992
seq_41474	10
seq_41475	10728
seq_41476	10608
seq_41477	10301
seq_41478	10609
seq_41479	9277
seq_4148	2721
seq_41480	9582
seq_41481	9795
seq_41482	8345
seq_41483	10729
seq_41484	10430
seq_41485	9583
seq_41486	10730
seq_41487	10731
seq_41488	10732
seq_41489	4138
seq_4149	2722
seq_41490	9810
seq_41491	10733
seq_41492	226
seq_41493	9098
seq_41494	10734
seq_41495	10735
seq_41496	1661
seq_41497	10433
seq_41498	9975
seq_41499	10736
seq_415	315
seq_4150	2723
seq_41500	9469
seq_41501	10737
seq_41502	10677
seq_41503	669
seq_41504	2225
seq_41505	9145
seq_41506	10738
seq_41507	10739
seq_41508	9801
seq_41509	10740
seq_4151	2724
seq_41510	10741
seq_41511	10742
seq_41512	10743
seq_41513	9336
seq_41514	9806
seq_41515	10744
seq_41516	10745
seq_41517	10446
seq_41518	9100
seq_41519	9808
seq_4152	1508
seq_41520	10746
seq_41521	9810
seq_41522	5392
seq_41523	671
seq_41524	10637
seq_41525	10747
seq_41526	9023
seq_41527	10610
seq_41528	9520
seq_41529	9435
seq_4153	2725
seq_41530	9535
seq_41531	10748
seq_41532	10749
seq_41533	10613
seq_41534	10614
seq_41535	3075
seq_41536	10454
seq_41537	9338
seq_41538	10448
seq_41539	4167
seq_4154	2726
seq_41540	7559
seq_41541	9693
seq_41542	38
seq_41543	38
seq_41544	9146
seq_41545	2925
seq_41546	10750
seq_41547	10457
seq_41548	9383
seq_41549	9057
seq_4155	347
seq_41550	10155
seq_41551	10462
seq_41552	8580
seq_41553	10751
seq_41554	9828
seq_41555	10057
seq_41556	10752
seq_41557	9436
seq_41558	9977
seq_41559	10279
seq_4156	2727
seq_41560	9836
seq_41561	9227
seq_41562	3480
seq_41563	10753
seq_41564	10754
seq_41565	9814
seq_41566	3555
seq_41567	9695
seq_41568	5502
seq_41569	4703
seq_4157	1404
seq_41570	2
seq_41571	10755
seq_41572	10756
seq_41573	9758
seq_41574	10215
seq_41575	10757
seq_41576	10757
seq_41577	9584
seq_41578	10758
seq_41579	10302
seq_4158	2728
seq_41580	24
seq_41581	5092
seq_41582	9102
seq_41583	10481
seq_41584	9278
seq_41585	10759
seq_41586	10615
seq_41587	9437
seq_41588	10760
seq_41589	10760
seq_4159	2729
seq_41590	9148
seq_41591	3491
seq_41592	10449
seq_41593	9260
seq_41594	9357
seq_41595	10191
seq_41596	9461
seq_41597	688
seq_41598	992
seq_41599	10275
seq_416	316
seq_4160	2730
seq_41600	10044
seq_41601	10761
seq_41602	10762
seq_41603	9279
seq_41604	10286
seq_41605	1402
seq_41606	1402
seq_41607	2724
seq_41608	10287
seq_41609	10763
seq_4161	2731
seq_41610	10489
seq_41611	10764
seq_41612	246
seq_41613	1165
seq_41614	10617
seq_41615	10305
seq_41616	6345
seq_41617	5447
seq_41618	10117
seq_41619	10765
seq_4162	1629
seq_41620	10494
seq_41621	5451
seq_41622	10301
seq_41623	10618
seq_41624	7194
seq_41625	9027
seq_41626	9631
seq_41627	3167
seq_41628	10497
seq_41629	10766
seq_4163	2732
seq_41630	10767
seq_41631	10768
seq_41632	10769
seq_41633	3088
seq_41634	9112
seq_41635	7753
seq_41636	7753
seq_41637	9365
seq_41638	9365
seq_41639	10200
seq_4164	2733
seq_41640	10770
seq_41641	10770
seq_41642	6654
seq_41643	10771
seq_41644	5993
seq_41645	10450
seq_41646	10450
seq_41647	10772
seq_41648	9816
seq_41649	9020
seq_4165	684
seq_41650	9980
seq_41651	9871
seq_41652	10306
seq_41653	9872
seq_41654	10306
seq_41655	1265
seq_41656	702
seq_41657	10349
seq_41658	1193
seq_41659	2235
seq_4166	24
seq_41660	8008
seq_41661	10773
seq_41662	5474
seq_41663	10619
seq_41664	1206
seq_41665	9535
seq_41666	9284
seq_41667	10774
seq_41668	9704
seq_41669	9884
seq_4167	2734
seq_41670	6341
seq_41671	9374
seq_41672	9374
seq_41673	10515
seq_41674	9375
seq_41675	4998
seq_41676	10775
seq_41677	9817
seq_41678	9759
seq_41679	10776
seq_4168	2735
seq_41680	3531
seq_41681	9762
seq_41682	6899
seq_41683	10399
seq_41684	3491
seq_41685	10777
seq_41686	10169
seq_41687	1726
seq_41688	1398
seq_41689	10778
seq_4169	8
seq_41690	10779
seq_41691	10780
seq_41692	10749
seq_41693	9327
seq_41694	10781
seq_41695	10782
seq_41696	9896
seq_41697	9818
seq_41698	10783
seq_41699	9539
seq_417	317
seq_4170	1693
seq_41700	32
seq_41701	10047
seq_41702	10784
seq_41703	10784
seq_41704	162
seq_41705	162
seq_41706	10785
seq_41707	9800
seq_41708	2359
seq_41709	9382
seq_4171	2736
seq_41710	10786
seq_41711	73
seq_41712	9813
seq_41713	552
seq_41714	1707
seq_41715	9982
seq_41716	10452
seq_41717	9341
seq_41718	10134
seq_41719	10787
seq_4172	1510
seq_41720	9950
seq_41721	3546
seq_41722	1245
seq_41723	10281
seq_41724	9908
seq_41725	9037
seq_41726	10532
seq_41727	10786
seq_41728	10788
seq_41729	10788
seq_4173	357
seq_41730	10789
seq_41731	9439
seq_41732	10790
seq_41733	1745
seq_41734	10790
seq_41735	3545
seq_41736	10428
seq_41737	10791
seq_41738	10791
seq_41739	2899
seq_4174	2737
seq_41740	246
seq_41741	2790
seq_41742	10792
seq_41743	1748
seq_41744	10793
seq_41745	188
seq_41746	9003
seq_41747	9440
seq_41748	188
seq_41749	32
seq_4175	2236
seq_41750	9917
seq_41751	6288
seq_41752	10539
seq_41753	10794
seq_41754	7110
seq_41755	10795
seq_41756	598
seq_41757	10545
seq_41758	10546
seq_41759	10796
seq_4176	697
seq_41760	4646
seq_41761	1759
seq_41762	9154
seq_41763	10797
seq_41764	10798
seq_41765	10317
seq_41766	10799
seq_41767	10170
seq_41768	10553
seq_41769	9914
seq_4177	698
seq_41770	3581
seq_41771	10800
seq_41772	10454
seq_41773	9983
seq_41774	9925
seq_41775	10552
seq_41776	9550
seq_41777	10282
seq_41778	10558
seq_41779	9126
seq_4178	2738
seq_41780	10801
seq_41781	10498
seq_41782	10802
seq_41783	9941
seq_41784	9941
seq_41785	9943
seq_41786	2971
seq_41787	9137
seq_41788	5024
seq_41789	6644
seq_4179	2739
seq_41790	10571
seq_41791	9409
seq_41792	9014
seq_41793	7930
seq_41794	10622
seq_41795	10623
seq_41796	10623
seq_41797	9948
seq_41798	1333
seq_41799	10104
seq_418	318
seq_4180	2740
seq_41800	9856
seq_41801	9111
seq_41802	2995
seq_41803	9954
seq_41804	9954
seq_41805	9956
seq_41806	727
seq_41807	3115
seq_41808	9456
seq_41809	10803
seq_4181	2741
seq_41810	10804
seq_41811	1351
seq_41812	9959
seq_41813	3
seq_41814	1117
seq_41815	5037
seq_41816	9475
seq_41817	1373
seq_41818	9142
seq_41819	9143
seq_4182	239
seq_41820	9965
seq_41821	1780
seq_41822	3753
seq_41823	9969
seq_41824	9559
seq_41825	9556
seq_41826	3064
seq_41827	9442
seq_41828	9442
seq_41829	9434
seq_4183	1789
seq_41830	9281
seq_41831	5006
seq_41832	10744
seq_41833	9978
seq_41834	549
seq_41835	9282
