SequenceID	ClusterID
seq_1774	1293
seq_17740	4868
seq_17741	4868
seq_17742	6174
seq_17743	1108
seq_17744	6175
seq_17745	6175
seq_17746	2863
seq_17747	2863
seq_17748	4161
seq_17749	4430
seq_1775	1294
seq_17750	5358
seq_17751	2610
seq_17752	436
seq_17753	5359
seq_17754	440
seq_17755	6268
seq_17756	1235
seq_17757	4874
seq_17758	4520
seq_17759	1118
seq_1776	1293
seq_17760	6269
seq_17761	1727
seq_17762	6270
seq_17763	4657
seq_17764	6271
seq_17765	1122
seq_17766	6272
seq_17767	5360
seq_17768	5361
seq_17769	4539
seq_1777	170
seq_17770	6177
seq_17771	6273
seq_17772	3425
seq_17773	219
seq_17774	6274
seq_17775	6275
seq_17776	1244
seq_17777	2434
seq_17778	6276
seq_17779	2879
seq_1778	170
seq_17780	1646
seq_17781	3426
seq_17782	1222
seq_17783	6277
seq_17784	2881
seq_17785	4849
seq_17786	6278
seq_17787	2840
seq_17788	4708
seq_17789	6279
seq_1779	510
seq_17790	3063
seq_17791	1223
seq_17792	1223
seq_17793	4894
seq_17794	220
seq_17795	6280
seq_17796	2890
seq_17797	2704
seq_17798	6281
seq_17799	6282
seq_178	127
seq_1780	1295
seq_17800	6283
seq_17801	4934
seq_17802	2841
seq_17803	6284
seq_17804	4898
seq_17805	5362
seq_17806	301
seq_17807	4753
seq_17808	491
seq_17809	1254
seq_1781	1296
seq_17810	4900
seq_17811	2813
seq_17812	6285
seq_17813	492
seq_17814	6286
seq_17815	1648
seq_17816	1648
seq_17817	221
seq_17818	659
seq_17819	353
seq_1782	1297
seq_17820	6287
seq_17821	222
seq_17822	2532
seq_17823	500
seq_17824	1650
seq_17825	1650
seq_17826	544
seq_17827	4435
seq_17828	4911
seq_17829	5781
seq_1783	1298
seq_17830	6288
seq_17831	3429
seq_17832	4431
seq_17833	4051
seq_17834	4433
seq_17835	6179
seq_17836	6179
seq_17837	6289
seq_17838	4434
seq_17839	3066
seq_1784	1295
seq_17840	6290
seq_17841	4435
seq_17842	6291
seq_17843	2913
seq_17844	5512
seq_17845	6292
seq_17846	1271
seq_17847	2437
seq_17848	2512
seq_17849	5888
seq_1785	1299
seq_17850	6293
seq_17851	6293
seq_17852	4852
seq_17853	3430
seq_17854	168
seq_17855	6294
seq_17856	4937
seq_17857	3386
seq_17858	4189
seq_17859	4935
seq_1786	1300
seq_17860	6295
seq_17861	4825
seq_17862	4436
seq_17863	6296
seq_17864	4943
seq_17865	1242
seq_17866	3707
seq_17867	4944
seq_17868	5365
seq_17869	1247
seq_1787	1301
seq_17870	2886
seq_17871	4437
seq_17872	6297
seq_17873	4947
seq_17874	4393
seq_17875	4855
seq_17876	4826
seq_17877	2896
seq_17878	2937
seq_17879	1224
seq_1788	1302
seq_17880	6298
seq_17881	6299
seq_17882	1280
seq_17883	6300
seq_17884	502
seq_17885	4394
seq_17886	1283
seq_17887	4520
seq_17888	389
seq_17889	1728
seq_1789	1303
seq_17890	5333
seq_17891	1288
seq_17892	2945
seq_17893	4962
seq_17894	6301
seq_17895	5782
seq_17896	6183
seq_17897	2947
seq_17898	4396
seq_17899	6302
seq_179	128
seq_1790	1304
seq_17900	4965
seq_17901	1291
seq_17902	413
seq_17903	2442
seq_17904	2443
seq_17905	2967
seq_17906	6184
seq_17907	2957
seq_17908	4972
seq_17909	2014
seq_1791	1305
seq_17910	98
seq_17911	3935
seq_17912	14
seq_17913	14
seq_17914	14
seq_17915	1493
seq_17916	4976
seq_17917	4578
seq_17918	1313
seq_17919	1313
seq_1792	1306
seq_17920	1314
seq_17921	250
seq_17922	2018
seq_17923	302
seq_17924	173
seq_17925	4982
seq_17926	517
seq_17927	2445
seq_17928	519
seq_17929	4989
seq_1793	1307
seq_17930	3936
seq_17931	5784
seq_17932	1494
seq_17933	173
seq_17934	4992
seq_17935	1082
seq_17936	2019
seq_17937	4441
seq_17938	5785
seq_17939	32
seq_1794	1308
seq_17940	2447
seq_17941	2448
seq_17942	64
seq_17943	2449
seq_17944	3435
seq_17945	5013
seq_17946	5014
seq_17947	5014
seq_17948	5018
seq_17949	1439
seq_1795	1309
seq_17950	6303
seq_17951	2997
seq_17952	1225
seq_17953	5369
seq_17954	2847
seq_17955	3002
seq_17956	1344
seq_17957	1347
seq_17958	4858
seq_17959	6304
seq_1796	1310
seq_17960	6305
seq_17961	3213
seq_17962	224
seq_17963	3019
seq_17964	303
seq_17965	303
seq_17966	303
seq_17967	3024
seq_17968	1651
seq_17969	1362
seq_1797	1299
seq_17970	3028
seq_17971	6306
seq_17972	3038
seq_17973	853
seq_17974	531
seq_17975	3312
seq_17976	533
seq_17977	853
seq_17978	178
seq_17979	5789
seq_1798	1311
seq_17980	178
seq_17981	178
seq_17982	5049
seq_17983	1729
seq_17984	3041
seq_17985	535
seq_17986	3046
seq_17987	2022
seq_17988	537
seq_17989	5789
seq_1799	1312
seq_17990	6307
seq_17991	6307
seq_17992	3354
seq_17993	2450
seq_17994	423
seq_17995	6308
seq_17996	6308
seq_17997	5068
seq_17998	2451
seq_17999	848
seq_18	7
seq_180	129
seq_1800	1313
seq_18000	6309
seq_18001	6310
seq_18002	1389
seq_18003	669
seq_18004	1665
seq_18005	4442
seq_18006	5092
seq_18007	5093
seq_18008	4397
seq_18009	3082
seq_1801	1300
seq_18010	3711
seq_18011	5478
seq_18012	3095
seq_18013	1869
seq_18014	3096
seq_18015	186
seq_18016	2849
seq_18017	3102
seq_18018	187
seq_18019	665
seq_1802	1314
seq_18020	187
seq_18021	3570
seq_18022	5104
seq_18023	6311
seq_18024	6312
seq_18025	1420
seq_18026	6312
seq_18027	5109
seq_18028	1424
seq_18029	4588
seq_1803	989
seq_18030	6313
seq_18031	709
seq_18032	4859
seq_18033	3
seq_18034	3
seq_18035	254
seq_18036	558
seq_18037	6189
seq_18038	6314
seq_18039	1805
seq_1804	1315
seq_18040	1807
seq_18041	2024
seq_18042	1855
seq_18043	772
seq_18044	1657
seq_18045	3131
seq_18046	3132
seq_18047	48
seq_18048	5
seq_18049	1089
seq_1805	511
seq_18050	3133
seq_18051	5
seq_18052	5374
seq_18053	565
seq_18054	3661
seq_18055	3135
seq_18056	3440
seq_18057	3136
seq_18058	3140
seq_18059	5125
seq_1806	1316
seq_18060	5126
seq_18061	567
seq_18062	5127
seq_18063	3142
seq_18064	48
seq_18065	427
seq_18066	1830
seq_18067	3147
seq_18068	760
seq_18069	3149
seq_1807	1317
seq_18070	3149
seq_18071	1440
seq_18072	1035
seq_18073	431
seq_18074	5135
seq_18075	6315
seq_18076	6315
seq_18077	3441
seq_18078	3167
seq_18079	5143
seq_1808	512
seq_18080	3173
seq_18081	576
seq_18082	5146
seq_18083	5492
seq_18084	6316
seq_18085	3177
seq_18086	5150
seq_18087	2568
seq_18088	429
seq_18089	3178
seq_1809	1318
seq_18090	2568
seq_18091	141
seq_18092	141
seq_18093	3443
seq_18094	3444
seq_18095	5153
seq_18096	1886
seq_18097	6317
seq_18098	3940
seq_18099	1658
seq_181	130
seq_1810	1319
seq_18100	5163
seq_18101	5163
seq_18102	856
seq_18103	225
seq_18104	1916
seq_18105	2455
seq_18106	1466
seq_18107	5171
seq_18108	396
seq_18109	776
seq_1811	1303
seq_18110	1951
seq_18111	5378
seq_18112	1472
seq_18113	5180
seq_18114	4594
seq_18115	1093
seq_18116	5792
seq_18117	397
seq_18118	3821
seq_18119	431
seq_1812	1320
seq_18120	431
seq_18121	1487
seq_18122	6318
seq_18123	3212
seq_18124	4596
seq_18125	6191
seq_18126	194
seq_18127	5188
seq_18128	194
seq_18129	194
seq_1813	1321
seq_18130	666
seq_18131	226
seq_18132	1494
seq_18133	4861
seq_18134	6267
seq_18135	6319
seq_18136	3216
seq_18137	6320
seq_18138	6320
seq_18139	1502
seq_1814	1322
seq_18140	6192
seq_18141	4601
seq_18142	2579
seq_18143	3221
seq_18144	3941
seq_18145	1507
seq_18146	1507
seq_18147	5795
seq_18148	3222
seq_18149	4862
seq_1815	1323
seq_18150	4862
seq_18151	1513
seq_18152	326
seq_18153	5209
seq_18154	892
seq_18155	4400
seq_18156	259
seq_18157	4863
seq_18158	187
seq_18159	1517
seq_1816	1324
seq_18160	4445
seq_18161	5215
seq_18162	4899
seq_18163	667
seq_18164	416
seq_18165	6321
seq_18166	2781
seq_18167	6322
seq_18168	3447
seq_18169	917
seq_1817	253
seq_18170	3256
seq_18171	605
seq_18172	2605
seq_18173	606
seq_18174	4605
seq_18175	3448
seq_18176	5227
seq_18177	4130
seq_18178	4448
seq_18179	1948
seq_1818	1325
seq_18180	5230
seq_18181	227
seq_18182	5958
seq_18183	668
seq_18184	5237
seq_18185	6323
seq_18186	6324
seq_18187	3284
seq_18188	6325
seq_18189	6326
seq_1819	1326
seq_18190	3288
seq_18191	669
seq_18192	3944
seq_18193	730
seq_18194	4173
seq_18195	6327
seq_18196	611
seq_18197	611
seq_18198	3215
seq_18199	5254
seq_182	131
seq_1820	1305
seq_18200	3071
seq_18201	4197
seq_18202	615
seq_18203	399
seq_18204	399
seq_18205	5267
seq_18206	5268
seq_18207	4206
seq_18208	1553
seq_18209	5273
seq_1821	1327
seq_18210	3309
seq_18211	2588
seq_18212	2588
seq_18213	1556
seq_18214	6328
seq_18215	162
seq_18216	6329
seq_18217	1559
seq_18218	625
seq_18219	2409
seq_1822	1328
seq_18220	1562
seq_18221	6330
seq_18222	777
seq_18223	6331
seq_18224	4867
seq_18225	5283
seq_18226	4611
seq_18227	4243
seq_18228	627
seq_18229	629
seq_1823	546
seq_18230	5287
seq_18231	6332
seq_18232	5289
seq_18233	3336
seq_18234	6194
seq_18235	3453
seq_18236	3338
seq_18237	3341
seq_18238	5303
seq_18239	5310
seq_1824	1329
seq_18240	2524
seq_18241	178
seq_18242	3356
seq_18243	5321
seq_18244	4366
seq_18245	638
seq_18246	5325
seq_18247	3369
seq_18248	400
seq_18249	400
seq_1825	1330
seq_18250	1230
seq_18251	2415
seq_18252	2859
seq_18253	1617
seq_18254	2860
seq_18255	3389
seq_18256	1620
seq_18257	6195
seq_18258	6333
seq_18259	2598
seq_1826	1331
seq_18260	5389
seq_18261	434
seq_18262	3400
seq_18263	6214
seq_18264	2032
seq_18265	2032
seq_18266	653
seq_18267	6334
seq_18268	3405
seq_18269	656
seq_1827	1332
seq_18270	3408
seq_18271	4714
seq_18272	402
seq_18273	1634
seq_18274	1664
seq_18275	6335
seq_18276	1639
seq_18277	1639
seq_18278	5354
seq_18279	3394
seq_1828	1333
seq_18280	3948
seq_18281	3455
seq_18282	5360
seq_18283	6273
seq_18284	5361
seq_18285	3426
seq_18286	6196
seq_18287	2525
seq_18288	4446
seq_18289	1650
seq_1829	1333
seq_18290	6299
seq_18291	223
seq_18292	1108
seq_18293	6336
seq_18294	5390
seq_18295	6337
seq_18296	6338
seq_18297	1232
seq_18298	3436
seq_18299	1495
seq_183	132
seq_1830	1333
seq_18300	3949
seq_18301	2461
seq_18302	6198
seq_18303	3437
seq_18304	3456
seq_18305	2462
seq_18306	5800
seq_18307	3443
seq_18308	6339
seq_18309	1142
seq_1831	1334
seq_18310	5392
seq_18311	2603
seq_18312	85
seq_18313	3446
seq_18314	5083
seq_18315	5393
seq_18316	3950
seq_18317	3447
seq_18318	5394
seq_18319	6340
seq_1832	1335
seq_18320	4715
seq_18321	2033
seq_18322	5385
seq_18323	5385
seq_18324	2464
seq_18325	6341
seq_18326	84
seq_18327	4941
seq_18328	2601
seq_18329	6342
seq_1833	14
seq_18330	2602
seq_18331	1143
seq_18332	4622
seq_18333	231
seq_18334	1233
seq_18335	3461
seq_18336	1670
seq_18337	2118
seq_18338	1672
seq_18339	4454
seq_1834	1336
seq_18340	233
seq_18341	5402
seq_18342	6343
seq_18343	1676
seq_18344	5409
seq_18345	5410
seq_18346	1735
seq_18347	2647
seq_18348	3544
seq_18349	2862
seq_1835	1337
seq_18350	2863
seq_18351	1128
seq_18352	2658
seq_18353	5417
seq_18354	6160
seq_18355	681
seq_18356	6202
seq_18357	5423
seq_18358	3953
seq_18359	3488
seq_1836	1338
seq_18360	2036
seq_18361	5396
seq_18362	144
seq_18363	415
seq_18364	5432
seq_18365	235
seq_18366	3492
seq_18367	6344
seq_18368	1694
seq_18369	1695
seq_1837	30
seq_18370	5443
seq_18371	308
seq_18372	3462
seq_18373	2465
seq_18374	6345
seq_18375	4630
seq_18376	5397
seq_18377	438
seq_18378	438
seq_18379	1701
seq_1838	991
seq_18380	1210
seq_18381	6346
seq_18382	2037
seq_18383	1234
seq_18384	1711
seq_18385	6347
seq_18386	4716
seq_18387	4632
seq_18388	6203
seq_18389	2763
seq_1839	1339
seq_18390	673
seq_18391	3954
seq_18392	941
seq_18393	6204
seq_18394	2038
seq_18395	1716
seq_18396	3955
seq_18397	439
seq_18398	5469
seq_18399	1192
seq_184	9
seq_1840	1340
seq_18400	858
seq_18401	3518
seq_18402	5472
seq_18403	5473
seq_18404	5802
seq_18405	6348
seq_18406	3396
seq_18407	1724
seq_18408	5399
seq_18409	2526
seq_1841	1341
seq_18410	3529
seq_18411	3529
seq_18412	705
seq_18413	5804
seq_18414	5192
seq_18415	3534
seq_18416	1223
seq_18417	4455
seq_18418	3465
seq_18419	1730
seq_1842	777
seq_18420	362
seq_18421	3074
seq_18422	6349
seq_18423	1743
seq_18424	1398
seq_18425	1744
seq_18426	6350
seq_18427	1745
seq_18428	1745
seq_18429	6351
seq_1843	1342
seq_18430	713
seq_18431	3559
seq_18432	1673
seq_18433	4931
seq_18434	2620
seq_18435	1758
seq_18436	5517
seq_18437	4535
seq_18438	3577
seq_18439	3577
seq_1844	1343
seq_18440	1763
seq_18441	4956
seq_18442	57
seq_18443	1287
seq_18444	6352
seq_18445	3588
seq_18446	1674
seq_18447	1302
seq_18448	6353
seq_18449	3592
seq_1845	1344
seq_18450	5526
seq_18451	723
seq_18452	5527
seq_18453	5529
seq_18454	6206
seq_18455	5806
seq_18456	5530
seq_18457	6354
seq_18458	6354
seq_18459	1776
seq_1846	727
seq_18460	6009
seq_18461	6355
seq_18462	1675
seq_18463	6356
seq_18464	6356
seq_18465	6357
seq_18466	2867
seq_18467	3609
seq_18468	1778
seq_18469	1778
seq_1847	1345
seq_18470	91
seq_18471	4872
seq_18472	2622
seq_18473	4873
seq_18474	1876
seq_18475	543
seq_18476	442
seq_18477	548
seq_18478	1406
seq_18479	859
seq_1848	1346
seq_18480	3619
seq_18481	3620
seq_18482	5539
seq_18483	38
seq_18484	6358
seq_18485	1425
seq_18486	38
seq_18487	5540
seq_18488	3625
seq_18489	5112
seq_1849	1347
seq_18490	5542
seq_18491	560
seq_18492	3125
seq_18493	2869
seq_18494	2869
seq_18495	564
seq_18496	5543
seq_18497	3145
seq_18498	1794
seq_18499	1067
seq_185	133
seq_1850	1348
seq_18500	6359
seq_18501	3632
seq_18502	1796
seq_18503	1737
seq_18504	6360
seq_18505	2046
seq_18506	743
seq_18507	744
seq_18508	1457
seq_18509	2630
seq_1851	1349
seq_18510	233
seq_18511	745
seq_18512	586
seq_18513	6361
seq_18514	4457
seq_18515	5555
seq_18516	3211
seq_18517	2631
seq_18518	5402
seq_18519	2632
seq_1852	1350
seq_18520	5192
seq_18521	3218
seq_18522	34
seq_18523	1506
seq_18524	1511
seq_18525	93
seq_18526	3836
seq_18527	197
seq_18528	3232
seq_18529	6207
seq_1853	849
seq_18530	1499
seq_18531	3653
seq_18532	39
seq_18533	1817
seq_18534	259
seq_18535	259
seq_18536	99
seq_18537	2049
seq_18538	3960
seq_18539	5559
seq_1854	1351
seq_18540	1819
seq_18541	3251
seq_18542	755
seq_18543	6362
seq_18544	3655
seq_18545	1068
seq_18546	756
seq_18547	1089
seq_18548	2638
seq_18549	6363
seq_1855	1352
seq_18550	5405
seq_18551	3664
seq_18552	94
seq_18553	3667
seq_18554	3669
seq_18555	3670
seq_18556	3674
seq_18557	4877
seq_18558	5277
seq_18559	5406
seq_1856	1353
seq_18560	1042
seq_18561	448
seq_18562	6364
seq_18563	5572
seq_18564	448
seq_18565	4460
seq_18566	2051
seq_18567	3964
seq_18568	1835
seq_18569	1836
seq_1857	1354
seq_18570	3079
seq_18571	5811
seq_18572	1583
seq_18573	5576
seq_18574	4883
seq_18575	3679
seq_18576	5578
seq_18577	5578
seq_18578	484
seq_18579	3686
seq_1858	1355
seq_18580	3687
seq_18581	861
seq_18582	1843
seq_18583	3471
seq_18584	3966
seq_18585	5407
seq_18586	1240
seq_18587	3407
seq_18588	2309
seq_18589	3967
seq_1859	1356
seq_18590	1850
seq_18591	6365
seq_18592	3423
seq_18593	5088
seq_18594	1641
seq_18595	6366
seq_18596	5408
seq_18597	265
seq_18598	265
seq_18599	5589
seq_186	134
seq_1860	1315
seq_18600	5590
seq_18601	4539
seq_18602	1854
seq_18603	4540
seq_18604	3711
seq_18605	5591
seq_18606	6367
seq_18607	6367
seq_18608	3444
seq_18609	3448
seq_1861	125
seq_18610	3715
seq_18611	2872
seq_18612	5411
seq_18613	3473
seq_18614	6368
seq_18615	4462
seq_18616	1671
seq_18617	3474
seq_18618	6369
seq_18619	3969
seq_1862	1357
seq_18620	5416
seq_18621	3722
seq_18622	3722
seq_18623	1126
seq_18624	1126
seq_18625	3725
seq_18626	5447
seq_18627	3970
seq_18628	6370
seq_18629	5140
seq_1863	1358
seq_18630	1242
seq_18631	3400
seq_18632	5471
seq_18633	5089
seq_18634	1867
seq_18635	5481
seq_18636	6371
seq_18637	2873
seq_18638	5613
seq_18639	4542
seq_1864	1084
seq_18640	1753
seq_18641	268
seq_18642	2471
seq_18643	4660
seq_18644	5620
seq_18645	6372
seq_18646	788
seq_18647	6373
seq_18648	3753
seq_18649	4465
seq_1865	596
seq_18650	1876
seq_18651	1876
seq_18652	676
seq_18653	5815
seq_18654	736
seq_18655	6213
seq_18656	1026
seq_18657	270
seq_18658	3763
seq_18659	5634
seq_1866	1359
seq_18660	6374
seq_18661	1814
seq_18662	1815
seq_18663	3650
seq_18664	5635
seq_18665	6375
seq_18666	2472
seq_18667	6376
seq_18668	6376
seq_18669	1834
seq_1867	198
seq_18670	6377
seq_18671	2056
seq_18672	1244
seq_18673	6378
seq_18674	1395
seq_18675	6379
seq_18676	794
seq_18677	5411
seq_18678	3769
seq_18679	3972
seq_1868	1360
seq_18680	3771
seq_18681	5647
seq_18682	5609
seq_18683	4880
seq_18684	796
seq_18685	5614
seq_18686	2876
seq_18687	2609
seq_18688	5817
seq_18689	1897
seq_1869	76
seq_18690	3479
seq_18691	3778
seq_18692	3755
seq_18693	3974
seq_18694	1045
seq_18695	798
seq_18696	6380
seq_18697	5654
seq_18698	2058
seq_18699	3787
seq_187	135
seq_1870	1361
seq_18700	4683
seq_18701	311
seq_18702	311
seq_18703	311
seq_18704	4466
seq_18705	2416
seq_18706	5818
seq_18707	6381
seq_18708	2121
seq_18709	2059
seq_1871	1362
seq_18710	4467
seq_18711	5416
seq_18712	3803
seq_18713	3480
seq_18714	486
seq_18715	3822
seq_18716	6382
seq_18717	6383
seq_18718	288
seq_18719	3481
seq_1872	1363
seq_18720	6384
seq_18721	43
seq_18722	1950
seq_18723	3835
seq_18724	1923
seq_18725	1046
seq_18726	3977
seq_18727	863
seq_18728	823
seq_18729	2474
seq_1873	1364
seq_18730	2474
seq_18731	6385
seq_18732	3813
seq_18733	1930
seq_18734	287
seq_18735	6386
seq_18736	6387
seq_18737	678
seq_18738	3817
seq_18739	3978
seq_1874	1365
seq_18740	4651
seq_18741	3818
seq_18742	1936
seq_18743	287
seq_18744	6388
seq_18745	6389
seq_18746	3823
seq_18747	3823
seq_18748	298
seq_18749	5817
seq_1875	1366
seq_18750	3483
seq_18751	5696
seq_18752	5417
seq_18753	2765
seq_18754	5418
seq_18755	1953
seq_18756	3484
seq_18757	1681
seq_18758	312
seq_18759	5701
seq_1876	1367
seq_18760	2083
seq_18761	3851
seq_18762	5707
seq_18763	101
seq_18764	2476
seq_18765	2929
seq_18766	5856
seq_18767	811
seq_18768	3857
seq_18769	1741
seq_1877	139
seq_18770	4885
seq_18771	881
seq_18772	5420
seq_18773	5715
seq_18774	3921
seq_18775	6390
seq_18776	4730
seq_18777	3864
seq_18778	1964
seq_18779	105
seq_1878	207
seq_18780	5722
seq_18781	3866
seq_18782	6391
seq_18783	3867
seq_18784	1134
seq_18785	679
seq_18786	4700
seq_18787	5892
seq_18788	4886
seq_18789	4886
seq_1879	516
seq_18790	5724
seq_18791	6392
seq_18792	6393
seq_18793	499
seq_18794	499
seq_18795	3871
seq_18796	1966
seq_18797	2881
seq_18798	1968
seq_18799	864
seq_188	136
seq_1880	1368
seq_18800	4501
seq_18801	3874
seq_18802	6394
seq_18803	3722
seq_18804	3876
seq_18805	3876
seq_18806	3881
seq_18807	488
seq_18808	488
seq_18809	834
seq_1881	1369
seq_18810	5421
seq_18811	5984
seq_18812	2670
seq_18813	836
seq_18814	4274
seq_18815	3886
seq_18816	1876
seq_18817	6395
seq_18818	6395
seq_18819	1979
seq_1882	1370
seq_18820	3890
seq_18821	2883
seq_18822	1982
seq_18823	1982
seq_18824	3892
seq_18825	6396
seq_18826	1683
seq_18827	3894
seq_18828	6397
seq_18829	296
seq_1883	1318
seq_18830	6398
seq_18831	5753
seq_18832	5753
seq_18833	2
seq_18834	4705
seq_18835	3983
seq_18836	2064
seq_18837	5756
seq_18838	1015
seq_18839	6399
seq_1884	1371
seq_18840	4708
seq_18841	6400
seq_18842	5765
seq_18843	3984
seq_18844	2479
seq_18845	5766
seq_18846	6165
seq_18847	3909
seq_18848	6401
seq_18849	3843
seq_1885	208
seq_18850	2003
seq_18851	2804
seq_18852	682
seq_18853	4431
seq_18854	4887
seq_18855	6402
seq_18856	6403
seq_18857	3986
seq_18858	2884
seq_18859	3924
seq_1886	614
seq_18860	3926
seq_18861	2009
seq_18862	4276
seq_18863	870
seq_18864	4888
seq_18865	1954
seq_18866	301
seq_18867	5781
seq_18868	3486
seq_18869	3487
seq_1887	178
seq_18870	6404
seq_18871	194
seq_18872	2035
seq_18873	2683
seq_18874	5786
seq_18875	303
seq_18876	4009
seq_18877	6405
seq_18878	6405
seq_18879	19
seq_1888	1372
seq_18880	4471
seq_18881	6406
seq_18882	19
seq_18883	404
seq_18884	1685
seq_18885	3987
seq_18886	4472
seq_18887	5792
seq_18888	6407
seq_18889	2481
seq_1889	1373
seq_18890	6408
seq_18891	4626
seq_18892	2688
seq_18893	1140
seq_18894	4553
seq_18895	2579
seq_18896	3943
seq_18897	5797
seq_18898	818
seq_18899	818
seq_189	137
seq_1890	1320
seq_18900	3549
seq_18901	1049
seq_18902	6409
seq_18903	3945
seq_18904	4473
seq_18905	6410
seq_18906	3949
seq_18907	1248
seq_18908	6342
seq_18909	4889
seq_1891	963
seq_18910	2482
seq_18911	858
seq_18912	858
seq_18913	5801
seq_18914	2616
seq_18915	5802
seq_18916	6221
seq_18917	2700
seq_18918	454
seq_18919	3489
seq_1892	1374
seq_18920	2886
seq_18921	5425
seq_18922	5825
seq_18923	3216
seq_18924	6411
seq_18925	455
seq_18926	4655
seq_18927	3959
seq_18928	6412
seq_18929	2047
seq_1893	1375
seq_18930	2050
seq_18931	871
seq_18932	3961
seq_18933	2635
seq_18934	5427
seq_18935	5428
seq_18936	5428
seq_18937	4893
seq_18938	0
seq_18939	0
seq_1894	36
seq_18940	0
seq_18941	2052
seq_18942	5811
seq_18943	6413
seq_18944	449
seq_18945	4474
seq_18946	3965
seq_18947	5814
seq_18948	1249
seq_18949	3971
seq_1895	1376
seq_18950	150
seq_18951	2055
seq_18952	4895
seq_18953	6378
seq_18954	3972
seq_18955	2057
seq_18956	5429
seq_18957	457
seq_18958	243
seq_18959	5430
seq_1896	1377
seq_18960	3979
seq_18961	150
seq_18962	1134
seq_18963	0
seq_18964	6414
seq_18965	3992
seq_18966	6415
seq_18967	3991
seq_18968	6416
seq_18969	3994
seq_1897	91
seq_18970	4724
seq_18971	3995
seq_18972	2072
seq_18973	6222
seq_18974	6223
seq_18975	3996
seq_18976	2934
seq_18977	1136
seq_18978	4896
seq_18979	5830
seq_1898	1378
seq_18980	4726
seq_18981	6416
seq_18982	5836
seq_18983	5837
seq_18984	3994
seq_18985	6417
seq_18986	4005
seq_18987	6387
seq_18988	2484
seq_18989	2484
seq_1899	1379
seq_18990	3490
seq_18991	2086
seq_18992	56
seq_18993	3724
seq_18994	5844
seq_18995	5843
seq_18996	4017
seq_18997	4017
seq_18998	4477
seq_18999	5846
seq_19	8
seq_190	138
seq_1900	1380
seq_19000	467
seq_19001	6418
seq_19002	2071
seq_19003	5432
seq_19004	6419
seq_19005	2088
seq_19006	2089
seq_19007	5854
seq_19008	6420
seq_19009	3995
seq_1901	1381
seq_19010	2072
seq_19011	2093
seq_19012	5860
seq_19013	2073
seq_19014	4026
seq_19015	880
seq_19016	4031
seq_19017	4032
seq_19018	2096
seq_19019	2097
seq_1902	112
seq_19020	5868
seq_19021	6283
seq_19022	1201
seq_19023	6421
seq_19024	6422
seq_19025	375
seq_19026	4065
seq_19027	5873
seq_19028	235
seq_19029	2007
seq_1903	1382
seq_19030	4047
seq_19031	6423
seq_19032	4835
seq_19033	4629
seq_19034	4049
seq_19035	4050
seq_19036	1223
seq_19037	3492
seq_19038	356
seq_19039	4051
seq_1904	112
seq_19040	5887
seq_19041	4051
seq_19042	2074
seq_19043	5433
seq_19044	4735
seq_19045	890
seq_19046	133
seq_19047	6424
seq_19048	3997
seq_19049	5890
seq_1905	1383
seq_19050	901
seq_19051	6425
seq_19052	57
seq_19053	4056
seq_19054	4058
seq_19055	5434
seq_19056	2892
seq_19057	2685
seq_19058	4879
seq_19059	313
seq_1906	1384
seq_19060	2121
seq_19061	2076
seq_19062	4061
seq_19063	329
seq_19064	2123
seq_19065	332
seq_19066	332
seq_19067	5899
seq_19068	6426
seq_19069	2313
seq_1907	592
seq_19070	5901
seq_19071	3553
seq_19072	6427
seq_19073	6427
seq_19074	4906
seq_19075	901
seq_19076	5435
seq_19077	940
seq_19078	2229
seq_19079	3493
seq_1908	1385
seq_19080	6428
seq_19081	4
seq_19082	6426
seq_19083	6429
seq_19084	6430
seq_19085	3494
seq_19086	4077
seq_19087	4646
seq_19088	6431
seq_19089	3477
seq_1909	651
seq_19090	5914
seq_19091	2138
seq_19092	2078
seq_19093	5915
seq_19094	5917
seq_19095	6416
seq_19096	6432
seq_19097	2141
seq_19098	4832
seq_19099	5922
seq_191	14
seq_1910	664
seq_19100	5923
seq_19101	4899
seq_19102	2314
seq_19103	905
seq_19104	505
seq_19105	5829
seq_19106	2149
seq_19107	3404
seq_19108	6433
seq_19109	5830
seq_1911	1386
seq_19110	4479
seq_19111	2155
seq_19112	2955
seq_19113	3999
seq_19114	3847
seq_19115	2080
seq_19116	6434
seq_19117	4987
seq_19118	688
seq_19119	688
seq_1912	218
seq_19120	2159
seq_19121	2161
seq_19122	2163
seq_19123	5832
seq_19124	1695
seq_19125	2998
seq_19126	2081
seq_19127	4001
seq_19128	6435
seq_19129	6436
seq_1913	1387
seq_19130	6437
seq_19131	1348
seq_19132	6438
seq_19133	6438
seq_19134	2171
seq_19135	526
seq_19136	4002
seq_19137	2530
seq_19138	1365
seq_19139	916
seq_1914	218
seq_19140	5836
seq_19141	5437
seq_19142	5437
seq_19143	4111
seq_19144	4004
seq_19145	1380
seq_19146	5837
seq_19147	1385
seq_19148	919
seq_19149	3069
seq_1915	1388
seq_19150	1393
seq_19151	874
seq_19152	2719
seq_19153	184
seq_19154	2719
seq_19155	5948
seq_19156	3495
seq_19157	4128
seq_19158	5949
seq_19159	6439
seq_1916	1325
seq_19160	2230
seq_19161	5439
seq_19162	6440
seq_19163	461
seq_19164	2187
seq_19165	5440
seq_19166	238
seq_19167	4131
seq_19168	2190
seq_19169	4480
